id,city,place,code
4477,MOHAMMADIA,QUARTIER KINANI,28830
4478,MOHAMMADIA,QUARTIER L'HABITAT,28830
4479,MOHAMMADIA,QUARTIER L'HABITAT,28830
4480,MOHAMMADIA,QUARTIER MUSCATO,28830
4481,MOHAMMADIA,QUARTIER RACHIDIA 1,28830
4482,MOHAMMADIA,QUARTIER RACHIDIA 2,28830
4483,MOHAMMADIA,QUARTIER RACHIDIA 3,28830
4484,MOHAMMADIA,QUARTIER RACHIDIA 3 BLOC A,28830
4485,MOHAMMADIA,RESIDENCE ACHARAF,28830
4486,MOHAMMADIA,RESIDENCE FEDALA PARK,28830
4487,MOHAMMADIA,RESIDENCE REDOUANE,28830
4488,FES,CENTRE VILLE,30000
4489,FES,HAY QODS,30000
4490,FES,LOT LUCI,30000
4491,FES,QUARTIER A,30000
4492,FES,QUARTIER AL ATLAS,30000
4493,FES,QUARTIER ALMOUAHIDINE,30000
4494,FES,QUARTIER BABE EL GHOULE,30000
4495,FES,QUARTIER BEN BOUCHTA,30000
4496,FES,QUARTIER DEFENCE DENTREE,30000
4497,FES,QUARTIER DHARE MAHRAZE,30000
4498,FES,QUARTIER ECHOUHADA,30000
4499,FES,QUARTIER JBARI,30000
4500,FES,QUARTIER LA VOIX SACREE,30000
4501,FES,QUARTIER MERNISI,30000
4502,FES,QUARTIER OUMNIA,30000
4503,FES,QUARTIER QODS,30000
4504,FES,QUARTIER URBAINE,30000
4505,FES,RESIDENCE OMNIA,30000
4506,FES,HAY AZ ALLAH,30010
4507,FES,HAY BADR,30010
4508,FES,HAY EL AMAL CHAMPS DE COURSE,30010
4509,FES,HAY EL JDID DOKKARATE,30010
4510,FES,HAY EL MOUADAFINE,30010
4511,FES,HAY MIMOUSA,30010
4512,FES,HAY SAADIYINE,30010
4513,FES,LOT HAJWI,30010
4514,FES,QUARTIER AZE ELLAH,30010
4515,FES,QUARTIER AZE ELLAH HAY SAADIYINE,30010
4516,FES,QUARTIER CHAMPS DE COURSE,30010
4517,FES,QUARTIER CHARAYBI,30010
4518,FES,QUARTIER DOKKARATE,30010
4519,FES,QUARTIER ILIASS BNOU MAOUAOUIYA,30010
4520,FES,QUARTIER INDUSTRIEL DOKKARATE,30010
4521,FES,QUARTIER KARIM EL AMRANI,30010
4522,FES,QUARTIER MOULAY EL KAMAL,30010
4523,FES,QUARTIER OUALI AL AAHD,30010
4524,FES,QUARTIER RAJA,30010
4525,FES,QUARTIER TAREQ I,30010
4526,FES,QUARTIER TAREQ II,30010
4527,FES,DOUAR GUERIOU,30020
4528,FES,HAY EL JADID,30020
4529,FES,HAY ENNAKHIL,30020
4530,FES,HAY GRILLO,30020
4531,FES,HAY LALLA SOUKAINA,30020
4532,FES,HAY SID EL HADI,30020
4533,FES,QUARTIER A,30020
4534,FES,QUARTIER B,30020
4535,FES,QUARTIER BISSMI ALLAH,30020
4536,FES,QUARTIER BOUDEHER,30020
4537,FES,QUARTIER C,30020
4538,FES,QUARTIER DOHA,30020
4539,FES,QUARTIER E,30020
4540,FES,QUARTIER EL MERJA,30020
4541,FES,QUARTIER ENNAKHIL,30020
4542,FES,QUARTIER ENNAKHIL ROUTE AIN SEMENE,30020
4543,FES,QUARTIER FATH,30020
4544,FES,QUARTIER GHAITA,30020
4545,FES,QUARTIER IKHLASS,30020
4546,FES,QUARTIER ISSAME,30020
4547,FES,QUARTIER MIKO,30020
4548,FES,QUARTIER NAKHIL,30020
4549,FES,QUARTIER SAGROUCHNI,30020
4550,FES,QUARTIER SEGROUCHNI,30020
4551,FES,QUARTIER SEHRAOUA,30020
4552,FES,QUARTIER SIDI AMIR,30020
4553,FES,QUARTIER SIDI AMIRA,30020
4554,FES,QUARTIER SIDI EL HADI,30020
4555,FES,QUARTIER TAZI,30020
4556,FES,QUARTIER WIFAQ,30020
4557,FES,QUARTIER WIFAQ B,30020
4558,FES,QUARTIER ZOUAGHA,30020
4559,FES,QUARTIER ZOUAGHA AL OULIA,30020
4560,FES,QUARTIER ZOUAGHA HAUT,30020
4561,FES,HAY EL JADID,30030
4562,FES,HAY EL OUAHDA,30030
4563,FES,HAY EL QODS BEN SOUDA,30030
4564,FES,HAY ENNASSIM,30030
4565,FES,HAY JDID BEN SOUDA,30030
4566,FES,QUARTIER 14,30030
4567,FES,QUARTIER 3,30030
4568,FES,QUARTIER BAB GAISA,30030
4569,FES,QUARTIER BEN SOUDA,30030
4570,FES,QUARTIER BEN SOUDA CENTRE,30030
4571,FES,QUARTIER EL MASSIRA,30030
4572,FES,QUARTIER ENNAMAE,30030
4573,FES,QUARTIER INDUSTRIEL BEN SOUDA,30030
4574,FES,QUARTIER INDUSTRIEL ENNAMAE,30030
4575,FES,QUARTIER JADID,30030
4576,FES,QUARTIER LA FERAILLE,30030
4577,FES,QUARTIER SEKKA,30030
4578,FES,QUARTIER WAFAA,30030
4579,FES,QUARTIER WAHDA,30030
4580,FES,QUARTIER ZOHRA,30030
4581,FES,HAY ANASS I,30040
4582,FES,HAY NOURE,30040
4583,FES,HAY RAHA,30040
4584,FES,HAY RIYAD,30040
4585,FES,HAY SALAM,30040
4586,FES,IMM,30040
4587,FES,QUARTIER AL ADARISSA C,30040
4588,FES,QUARTIER AL ADARISSA D,30040
4589,FES,QUARTIER ARRACHIDIA,30040
4590,FES,QUARTIER BAHIJ,30040
4591,FES,QUARTIER DIKE SILOUNE,30040
4592,FES,QUARTIER EL ADARISSA,30040
4593,FES,QUARTIER AMAL ROUTE AIN CHEKEF,30040
4594,FES,QUARTIER EL FARAH,30040
4595,FES,QUARTIER EL FIRDAOUS,30040
4596,FES,QUARTIER EL TAZI,30040
4597,FES,QUARTIER ENNOUR,30040
4598,FES,QUARTIER ERRAHA,30040
4599,FES,QUARTIER ETTAZI,30040
4600,FES,QUARTIER NAIM,30040
4601,FES,QUARTIER NOUZHA,30040
4602,FES,QUARTIER RAJAE,30040
4603,FES,QUARTIER SAADA,30040
4604,FES,QUARTIER TABARI,30040
4605,FES,QUARTIER TAZI 1,30040
4606,FES,DOUAR SKIRI,30050
4607,FES,HAY AL AZHAR,30050
4608,FES,"HAY ANASS II, III, IV & V",30050
4609,FES,HAY EL MESSEFER,30050
4610,FES,HAY HASSANI I,30050
4611,FES,HAY HASSANI II,30050
4612,FES,HAY ZAZA,30050
4613,FES,QUARTIER 1,30050
4614,FES,QUARTIER 15,30050
4615,FES,QUARTIER AHLAN,30050
4616,FES,QUARTIER AIN SKATOU,30050
4617,FES,QUARTIER AZHAR,30050
4618,FES,QUARTIER FADILA,30050
4619,FES,QUARTIER FADLE ALLAH,30050
4620,FES,QUARTIER IBN KHALDOUN,30050
4621,FES,QUARTIER JALILI,30050
4622,FES,QUARTIER LAMSEFER,30050
4623,FES,QUARTIER OTHMANIYA,30050
4624,FES,QUARTIER SIJILMASSA,30050
4625,FES,QUARTIER SIMEF,30050
4626,FES,QUARTIER SMAILIA,30050
4627,FES,QUARTIER TROIS SOURCES,30050
4628,FES,QUARTIER ZITOUN,30050
4629,FES,RESIDENCE GHITA,30050
4630,FES,CITE JARDIN DE FES,30060
4631,FES,HAY BOURAMANA,30060
4632,FES,LOT AL MAMOUNIA,30060
4633,FES,LOT MABROUKA,30060
4634,FES,LOT ZITOUNE,30060
4635,FES,QUARTIER AIT SQUATOU,30060
4636,FES,QUARTIER BADRIA,30060
4637,FES,QUARTIER BOURMANA,30060
4638,FES,QUARTIER CHEMS,30060
4639,FES,QUARTIER HAJAR,30060
4640,FES,QUARTIER HAMMOUMI,30060
4641,FES,QUARTIER HICHAM,30060
4642,FES,QUARTIER LAILA,30060
4643,FES,QUARTIER MARIA,30060
4644,FES,QUARTIER MONT FLEURI I,30060
4645,FES,QUARTIER MONT FLEURI II,30060
4646,FES,QUARTIER OUSSAMA,30060
4647,FES,QUARTIER SARA,30060
4648,FES,QUARTIER WISLANE,30060
4649,FES,HAY EL AMAL,30070
4650,FES,HAY EL OUFAE I,30070
4651,FES,HAY EL OUFAE II,30070
4652,FES,HAY EL OUFAE III,30070
4653,FES,LOT RIYAD,30070
4654,FES,QUARTIER NARJIS,30070
4655,FES,DOUAR EL HANDIA,30080
4656,FES,HAY EL MOURABITINE,30080
4657,FES,HAY ELHASANI,30080
4658,FES,HAY HASSANI ERRAC,30080
4659,FES,HAY READ,30080
4660,FES,LOT NAJAH,30080
4661,FES,QUARTIER A4,30080
4662,FES,QUARTIER AIN BEIDA,30080
4663,FES,QUARTIER AWINATE EL HAJAJE,30080
4664,FES,QUARTIER CHAYMAE,30080
4665,FES,QUARTIER EL ABDALLAOUI,30080
4666,FES,QUARTIER EL HANDIA,30080
4667,FES,QUARTIER ERAC,30080
4668,FES,QUARTIER INDUSTRIEL  SIDI BRAHIM,30080
4669,FES,QUARTIER QODS,30080
4670,FES,QUARTIER QODS-ERRAC,30080
4671,FES,QUARTIER SIDI BRAHIM,30080
4672,FES,HAY DAIAA,30090
4673,FES,HAY EL JADID,30090
4674,FES,HAY EL MOHAMMADI,30090
4675,FES,HAY ESSALAM,30090
4676,FES,HAY LEMSSELLAH,30090
4677,FES,HAY LMOHAMADI,30090
4678,FES,HAY SAIDA,30090
4679,FES,HAY TEGHAT,30090
4680,FES,LOT JABAL,30090
4681,FES,LOT MOULAY DRISS,30090
4682,FES,QUARTIER 11,30090
4683,FES,QUARTIER 2,30090
4684,FES,QUARTIER 20,30090
4685,FES,QUARTIER 21,30090
4686,FES,QUARTIER 22,30090
4687,FES,QUARTIER 23,30090
4688,FES,QUARTIER 26,30090
4689,FES,QUARTIER 27,30090
4690,FES,QUARTIER 32,30090
4691,FES,QUARTIER 35,30090
4692,FES,QUARTIER 36,30090
4693,FES,QUARTIER 37,30090
4694,FES,QUARTIER 38,30090
4695,FES,QUARTIER 39,30090
4696,FES,QUARTIER 41,30090
4697,FES,QUARTIER 42,30090
4698,FES,QUARTIER 43,30090
4699,FES,QUARTIER AGADIR,30090
4700,FES,QUARTIER AIN KADOUS,30090
4701,FES,QUARTIER EL HAY EL MOHAMMADI,30090
4702,FES,QUARTIER ESSALAM,30090
4703,FES,QUARTIER LHASSAN,30090
4704,FES,QUARTIER MOULAY HFID,30090
4705,FES,QUARTIER NAKHLA,30090
4706,FES,QUARTIER NOUVEAU SECTEUR AIN KADOUS,30090
4707,FES,QUARTIER OUED FES,30090
4708,FES,QUARTIER PARTIE BASSE,30090
4709,FES,QUARTIER SLASSI,30090
4710,FES,QUARTIER TEGHATE,30090
4711,FES,QUARTIER TGHAT 1,30090
4712,FES,QUARTIER TGHAT 2,30090
4713,FES,SECTEUR AIN KADOUS,30090
4714,FES,CARRIERE EL HAJOUI,30100
4715,FES,DOUAR EL OUDAYA,30100
4716,FES,HAY BEN LKHEYAT,30100
4717,FES,HAY BEN SELIMANE,30100
4718,FES,HAY BENNIS,30100
4719,FES,HAY HASSANI BEN DEBBAB,30100
4720,FES,HAY MABROUKA,30100
4721,FES,HAY TAQADOUM,30100
4722,FES,JNANE LAHRICHI,30100
4723,FES,JNANE LAHRICHI BEN DEBBAB,30100
4724,FES,QUARTIER A TALBIA,30100
4725,FES,QUARTIER AIN HARROUNE,30100
4726,FES,QUARTIER AL WIFAQ,30100
4727,FES,QUARTIER B TALBIA,30100
4728,FES,QUARTIER BAB ESSAFIR,30100
4729,FES,QUARTIER BAB SEFFER,30100
4730,FES,QUARTIER BEL KHAYAT,30100
4731,FES,QUARTIER BELKHIATE,30100
4732,FES,QUARTIER BEN DEBBAB,30100
4733,FES,QUARTIER BEN SLIMANE,30100
4734,FES,QUARTIER BENNOUNA,30100
4735,FES,QUARTIER BENZAKOUR,30100
4736,FES,QUARTIER BOURNIYATE,30100
4737,FES,QUARTIER C TALBIA,30100
4738,FES,QUARTIER CHARA,30100
4739,FES,QUARTIER DEHERE ERRICHA,30100
4740,FES,QUARTIER E TALBIA,30100
4741,FES,QUARTIER ECHARA,30100
4742,FES,QUARTIER EL ALAMI,30100
4743,FES,QUARTIER EL BOURNIATE,30100
4744,FES,QUARTIER EL HAY EL HASSANI,30100
4745,FES,QUARTIER F TALBIA,30100
4746,FES,QUARTIER FATIMA ZOHRA,30100
4747,FES,QUARTIER G TALBIA,30100
4748,FES,QUARTIER JENANE LAHRICHI,30100
4749,FES,QUARTIER JNANE LAHRICHI BEN DEBBAB,30100
4750,FES,QUARTIER JOUTEA HAFFA MY DRISS,30100
4751,FES,QUARTIER KARIANE EL HAJOUI,30100
4752,FES,QUARTIER LABITA,30100
4753,FES,QUARTIER LABITAT DHAR KHMISS,30100
4754,FES,QUARTIER MABROUKA,30100
4755,FES,QUARTIER NASR,30100
4756,FES,QUARTIER OUNS,30100
4757,FES,QUARTIER SOUAD,30100
4758,FES,DIOUR DIOR JDAD,30110
4759,FES,KASBAT CHEMS BAB RIYAFA,30110
4760,FES,KASBAT NOUAR,30110
4761,FES,LOT DAOULA,30110
4762,FES,QUARTIER ABAD LFOUQI,30110
4763,FES,QUARTIER ABAS EL FASSI,30110
4764,FES,QUARTIER ABDELKADER EL FASSI,30110
4765,FES,QUARTIER ABDELKRIME,30110
4766,FES,QUARTIER ACHOUR,30110
4767,FES,QUARTIER ADIAK,30110
4768,FES,QUARTIER AHMED MEKOUAR,30110
4769,FES,QUARTIER AIN ALLOU,30110
4770,FES,QUARTIER AIN AZALTIN,30110
4771,FES,QUARTIER AKAIBAT LFIRAN,30110
4772,FES,QUARTIER AKIBAT SBAA,30110
4773,FES,QUARTIER AL BARAKA,30110
4774,FES,QUARTIER AL MAADA,30110
4775,FES,QUARTIER AL MECHOUAR,30110
4776,FES,QUARTIER ALAMI,30110
4777,FES,QUARTIER ALFARRANE,30110
4778,FES,QUARTIER ALGHORBA,30110
4779,FES,QUARTIER ALHARAM AL IDRISSI,30110
4780,FES,QUARTIER ANCIENNE MEDINA,30110
4781,FES,QUARTIER APPOLO,30110
4782,FES,QUARTIER AZEMOUR,30110
4783,FES,QUARTIER AZGHAR,30110
4784,FES,QUARTIER AZOULAI,30110
4785,FES,QUARTIER BAB MAHROUK,30110
4786,FES,QUARTIER BACHA BAGHDADI,30110
4787,FES,QUARTIER BACHA FARAJI,30110
4788,FES,QUARTIER BAROBAN,30110
4789,FES,QUARTIER BATHA,30110
4790,FES,QUARTIER BELAKHDAR,30110
4791,FES,QUARTIER BELKHAYATE,30110
4792,FES,QUARTIER BEN ABDELJALIL,30110
4793,FES,QUARTIER BEN ABDELLAH,30110
4794,FES,QUARTIER BEN AZAHOUM,30110
4795,FES,QUARTIER BEN CHAKROUN,30110
4796,FES,QUARTIER BEN DAOUD,30110
4797,FES,QUARTIER BEN KIRAN,30110
4798,FES,QUARTIER BEN SAID,30110
4799,FES,QUARTIER BEN SALEM,30110
4800,FES,QUARTIER BEN YAABOUR,30110
4801,FES,QUARTIER BENCHLOUCH,30110
4802,FES,QUARTIER BENHAYOUN,30110
4803,FES,QUARTIER BENNANI,30110
4804,FES,QUARTIER BENNIS,30110
4805,FES,QUARTIER BENSLIHANE,30110
4806,FES,QUARTIER BENSOUDA,30110
4807,FES,QUARTIER BENTABET,30110
4808,FES,QUARTIER BENZIANE,30110
4809,FES,QUARTIER BINELAMSARI,30110
4810,FES,QUARTIER BNI ICH,30110
4811,FES,QUARTIER BORJ DHAB,30110
4812,FES,QUARTIER BOUAJJARA,30110
4813,FES,QUARTIER BOUCHNAFA,30110
4814,FES,QUARTIER BOUCHOUARIATE,30110
4815,FES,QUARTIER BOUHAJ,30110
4816,FES,QUARTIER BOUJLOUD,30110
4817,FES,QUARTIER BOULEKRIAATE,30110
4818,FES,QUARTIER BOURAJOUAA,30110
4819,FES,QUARTIER BOURJOUE,30110
4820,FES,QUARTIER BOUZNIKA,30110
4821,FES,QUARTIER BRATLIYEN,30110
4822,FES,QUARTIER CAID MOHA,30110
4823,FES,QUARTIER CHAMI,30110
4824,FES,QUARTIER CHAMMAINE,30110
4825,FES,QUARTIER CHARKAOUI,30110
4826,FES,QUARTIER CHED CAORFA,30110
4827,FES,QUARTIER CHERKAOUI,30110
4828,FES,QUARTIER CHRABLIYINE,30110
4829,FES,QUARTIER DAVID KOHEN,30110
4830,FES,QUARTIER DEHOUR LAHOUANET,30110
4831,FES,QUARTIER DELLALINE,30110
4832,FES,QUARTIER DFOUFE,30110
4833,FES,QUARTIER DIOUANE,30110
4834,FES,QUARTIER DKAKEN,30110
4835,FES,QUARTIER DOUH,30110
4836,FES,QUARTIER DRA,30110
4837,FES,QUARTIER DROJ,30110
4838,FES,QUARTIER EDALIA,30110
4839,FES,QUARTIER EDDABAGH,30110
4840,FES,QUARTIER EDJAJ,30110
4841,FES,QUARTIER EL AABID,30110
4842,FES,QUARTIER EL AAOUDATE,30110
4843,FES,QUARTIER EL AIDI,30110
4844,FES,QUARTIER EL ARSSA,30110
4845,FES,QUARTIER EL BATHAA,30110
4846,FES,QUARTIER EL BGRAOUI,30110
4847,FES,QUARTIER EL FERRANE,30110
4848,FES,QUARTIER EL GABAS,30110
4849,FES,QUARTIER EL HABACHI,30110
4850,FES,QUARTIER EL HAJEB,30110
4851,FES,QUARTIER EL HAKAR,30110
4852,FES,QUARTIER EL HAMAM,30110
4853,FES,QUARTIER EL KADI,30110
4854,FES,QUARTIER EL KHARBA,30110
4855,FES,QUARTIER EL LOUJERIYINE,30110
4856,FES,QUARTIER EL MAKHFIA,30110
4857,FES,QUARTIER EL MAKRI,30110
4858,FES,QUARTIER EL MARINIYINE,30110
4859,FES,QUARTIER EL MELLAH,30110
4860,FES,QUARTIER ELGUARA,30110
4861,FES,QUARTIER ELHORRA,30110
4862,FES,QUARTIER ENAKHLA,30110
4863,FES,QUARTIER ERROM,30110
4864,FES,QUARTIER FAHAM,30110
4865,FES,QUARTIER FAKHARIN,30110
4866,FES,QUARTIER FARRAN CHETTA,30110
4867,FES,QUARTIER FERRAN DOUIW,30110
4868,FES,QUARTIER FES JADID,30110
4869,FES,QUARTIER FIL,30110
4870,FES,QUARTIER FILLALA,30110
4871,FES,QUARTIER GHERNA,30110
4872,FES,QUARTIER GUERNIZ,30110
4873,FES,QUARTIER GUERRAW,30110
4874,FES,QUARTIER GZAM BEN AMEUR,30110
4875,FES,QUARTIER GZIRA,30110
4876,FES,QUARTIER HADADA,30110
4877,FES,QUARTIER HAJ CHAIR,30110
4878,FES,QUARTIER HAJ MBAREK,30110
4879,FES,QUARTIER HAJJAMA,30110
4880,FES,QUARTIER HAMIA,30110
4881,FES,QUARTIER HAMMADI,30110
4882,FES,QUARTIER HAMMAM,30110
4883,FES,QUARTIER HAMMAM ZEBALA,30110
4884,FES,QUARTIER HAMMOU RAMOUCHE,30110
4885,FES,QUARTIER HAMYA DOUH,30110
4886,FES,QUARTIER HAZAR,30110
4887,FES,QUARTIER HJAR ENNAR,30110
4888,FES,QUARTIER JAMA NOUAR,30110
4889,FES,QUARTIER JAMAA,30110
4890,FES,QUARTIER JAMAA EZHAR,30110
4891,FES,QUARTIER JAMAA SEMMARINE,30110
4892,FES,QUARTIER JAMAE LEKBIR,30110
4893,FES,QUARTIER JAMALA,30110
4894,FES,QUARTIER JAMEA EL HAMRA,30110
4895,FES,QUARTIER JANIARA,30110
4896,FES,QUARTIER KAE EL MEZOUED,30110
4897,FES,QUARTIER KALAKLIYENE,30110
4898,FES,QUARTIER KANOUT,30110
4899,FES,QUARTIER KAOUS,30110
4900,FES,QUARTIER KARDODI,30110
4901,FES,QUARTIER KARKOUR,30110
4902,FES,QUARTIER KASBAT CHEMS BAB RIYAFA,30110
4903,FES,QUARTIER KASBAT NOUAR,30110
4904,FES,QUARTIER KATIB,30110
4905,FES,QUARTIER KATTANA,30110
4906,FES,QUARTIER KHREB,30110
4907,FES,QUARTIER KHRRAJA,30110
4908,FES,QUARTIER LAABID,30110
4909,FES,QUARTIER LAAKIBA,30110
4910,FES,QUARTIER LAAOUINAT,30110
4911,FES,QUARTIER LAAROUSS,30110
4912,FES,QUARTIER LABANE,30110
4913,FES,QUARTIER LABLAGHMA,30110
4914,FES,QUARTIER LABTATHA,30110
4915,FES,QUARTIER LAHJOUI,30110
4916,FES,QUARTIER LAHNACH,30110
4917,FES,QUARTIER LAKHARRAJA,30110
4918,FES,QUARTIER LAKOUASS,30110
4919,FES,QUARTIER LAKRAM,30110
4920,FES,QUARTIER LALLA GHRIBA,30110
4921,FES,QUARTIER LAMMER,30110
4922,FES,QUARTIER LARSA,30110
4923,FES,QUARTIER LEFNIR,30110
4924,FES,QUARTIER LFARN,30110
4925,FES,QUARTIER LGARA,30110
4926,FES,QUARTIER LHORRA,30110
4927,FES,QUARTIER LIRAKI,30110
4928,FES,QUARTIER LKADI,30110
4929,FES,QUARTIER LKBIBNAKES,30110
4930,FES,QUARTIER LKDIM,30110
4931,FES,QUARTIER LMADARSSA,30110
4932,FES,QUARTIER LMITER,30110
4933,FES,QUARTIER LMKAOUSS,30110
4934,FES,QUARTIER MACHROUM,30110
4935,FES,QUARTIER MAEDA,30110
4936,FES,QUARTIER MAEDA HIHI,30110
4937,FES,QUARTIER MAGANA,30110
4938,FES,QUARTIER MAJAMAA DOULA,30110
4939,FES,QUARTIER MANSOURA,30110
4940,FES,QUARTIER MATROUH,30110
4941,FES,QUARTIER MAZDAE LFOKI,30110
4942,FES,QUARTIER MAZDAE TAHTI,30110
4943,FES,QUARTIER MDAREJ,30110
4944,FES,QUARTIER MEDINA KBIRA,30110
4945,FES,QUARTIER MENIYA LOUASTA,30110
4946,FES,QUARTIER MITER,30110
4947,FES,QUARTIER MOULAY ABDELLAH,30110
4948,FES,QUARTIER MOULAY ABDELMALEK,30110
4949,FES,QUARTIER MOULAY BENASAR,30110
4950,FES,QUARTIER MOULAY ISMAIL,30110
4951,FES,QUARTIER MOURADI,30110
4952,FES,QUARTIER MY ABDELLAH FADILI,30110
4953,FES,QUARTIER MY ALI CHRIF,30110
4954,FES,QUARTIER MY EL MAMONE,30110
4955,FES,QUARTIER MYSLIMANE,30110
4956,FES,QUARTIER NECHAR,30110
4957,FES,QUARTIER NOUAR,30110
4958,FES,QUARTIER OUAD RCHACHA,30110
4959,FES,QUARTIER OUED EL BAKKAL,30110
4960,FES,QUARTIER OUED SAOUAFINE,30110
4961,FES,QUARTIER PIRON,30110
4962,FES,QUARTIER RAHBA,30110
4963,FES,QUARTIER RAHBETLKAISS,30110
4964,FES,QUARTIER RAS JNANE,30110
4965,FES,QUARTIER RASS TBOUDA,30110
4966,FES,QUARTIER RASS ZAWIYA,30110
4967,FES,QUARTIER RCIF,30110
4968,FES,QUARTIER RHAT CHAMS LFOKIA,30110
4969,FES,QUARTIER RHAT CHAMS LFOKIA,30110
4970,FES,QUARTIER RKHAMI,30110
4971,FES,QUARTIER ROUSS RHI,30110
4972,FES,QUARTIER SAADANI,30110
4973,FES,QUARTIER SAFFAH,30110
4974,FES,QUARTIER SAFLI,30110
4975,FES,QUARTIER SAGHA,30110
4976,FES,QUARTIER SAHEL,30110
4977,FES,QUARTIER SAKAYT EL YASRINE,30110
4978,FES,QUARTIER SAKKATIN BELLAJIN,30110
4979,FES,QUARTIER SALAJ,30110
4980,FES,QUARTIER SALMA,30110
4981,FES,QUARTIER SAMAA,30110
4982,FES,QUARTIER SAYOUR,30110
4983,FES,QUARTIER SEFFARINE,30110
4984,FES,QUARTIER SEFIFAH,30110
4985,FES,QUARTIER SEFLT,30110
4986,FES,QUARTIER SEKAIYT DEMNAIT,30110
4987,FES,QUARTIER SEKAYAT ABASIYINE,30110
4988,FES,QUARTIER SENHAJI,30110
4989,FES,QUARTIER SERRAJ,30110
4990,FES,QUARTIER SIAJ,30110
4991,FES,QUARTIER SID EL KHAYAT,30110
4992,FES,QUARTIER SID SAOUAF,30110
4993,FES,QUARTIER SIDI AHMED BEN HAMDOUN,30110
4994,FES,QUARTIER SIDI AHMED CHAOUI,30110
4995,FES,QUARTIER SIDI AMARA,30110
4996,FES,QUARTIER SIDI BELAHSSEN,30110
4997,FES,QUARTIER SIDI BOUAZZA,30110
4998,FES,QUARTIER SIDI BOUDLAMA,30110
4999,FES,QUARTIER SIDI BOUKNADEL,30110
5000,FES,QUARTIER SIDI BOUNAFAE,30110
5001,FES,QUARTIER SIDI DIR,30110
5002,FES,QUARTIER SIDI HMAMA,30110
5003,FES,QUARTIER SIDI HMAMOUCH,30110
5004,FES,QUARTIER SIDI HSAEIN,30110
5005,FES,QUARTIER SIDI HSAIENNE,30110
5006,FES,QUARTIER SIDI JALLOUL,30110
5007,FES,QUARTIER SIDI KADI HAJA,30110
5008,FES,QUARTIER SIDI KJIH,30110
5009,FES,QUARTIER SIDI MCHICH,30110
5010,FES,QUARTIER SIDI MOUSSA,30110
5011,FES,QUARTIER SIDI NALI,30110
5012,FES,QUARTIER SIDI TALLOUK,30110
5013,FES,QUARTIER SIDI YAALA,30110
5014,FES,QUARTIER SIFER,30110
5015,FES,QUARTIER SKALIYA,30110
5016,FES,QUARTIER SLAOUI,30110
5017,FES,QUARTIER SMATE LAADOULS,30110
5018,FES,QUARTIER SORNAS,30110
5019,FES,QUARTIER TALAA,30110
5020,FES,QUARTIER TARIANA KBIRA,30110
5021,FES,QUARTIER TARRAFINE,30110
5022,FES,QUARTIER TAZI,30110
5023,FES,QUARTIER TBIBAT,30110
5024,FES,QUARTIER TISSA,30110
5025,FES,QUARTIER TOUIL,30110
5026,FES,QUARTIER ZANJAFOUR,30110
5027,FES,QUARTIER ZARBTANA,30110
5028,FES,QUARTIER ZAWYA,30110
5029,FES,QUARTIER ZIAT,30110
5030,FES,QUARTIER ZITOUNI,30110
5031,FES,QUARTIER ZKAK LABGHAL,30110
5032,FES,QUARTIER ZKAK LAHJER,30110
5033,FES,QUARTIER ZKAK LMA,30110
5034,FES,QUARTIER ZKAK ROUAH,30110
5035,FES,QUARTIER ZKAK ROUMAN,30110
5036,FES,QUARTIER ZOUIER,30110
5037,FES,QUARTIER ZRAHNA,30110
5038,FES,BLED AIN EDRISSI,30120
5039,FES,BLED BEN HAYOUN,30120
5040,FES,BLED BEN MEKHLOUF,30120
5041,FES,BLED BEN SLIMAN,30120
5042,FES,BLED BEN SOUDA,30120
5043,FES,BLED BENANI,30120
5044,FES,BLED CHADI,30120
5045,FES,BLED CHAMI,30120
5046,FES,BLED EL HABOUSS,30120
5047,FES,BLED EL IRAKI,30120
5048,FES,BLED GUENOUN,30120
5049,FES,BLED HAMOUDA SLAOUI,30120
5050,FES,BLED JABRI,30120
5051,FES,BLED LAHLOU,30120
5052,FES,BLED MEGZARI,30120
5053,FES,BLED RAHRI,30120
5054,FES,BLED RAIS,30120
5055,FES,BLED SADINA,30120
5056,FES,BLED SAKIYINE,30120
5057,FES,BLED SKALI,30120
5058,FES,BLED SKLIA,30120
5059,FES,BLED SLAOUI,30120
5060,FES,BLED TAZI,30120
5061,FES,BLED YAHRIYINE,30120
5062,FES,DOUAR BIR,30120
5063,FES,DOUAR RIAFA,30120
5064,FES,HAY RORATE,30120
5065,FES,QUARTIER ABBAS AL FASSI,30120
5066,FES,QUARTIER ABDELLAH LAFDILI,30120
5067,FES,QUARTIER ABDERRAHMAN BELKORCHI,30120
5068,FES,QUARTIER AIN BOUFAOUZ,30120
5069,FES,QUARTIER AIN LAAROUSSI,30120
5070,FES,QUARTIER AIN NOUKBI,30120
5071,FES,QUARTIER AIN TOKBI,30120
5072,FES,QUARTIER AL ASSA,30120
5073,FES,QUARTIER AL KADI AYAD,30120
5074,FES,QUARTIER AL MANSOUR DAHBI,30120
5075,FES,QUARTIER ALFATMI CHERRADI,30120
5076,FES,QUARTIER ANDALOUS,30120
5077,FES,QUARTIER AROUCHATE,30120
5078,FES,QUARTIER B1,30120
5079,FES,QUARTIER B10,30120
5080,FES,QUARTIER B11,30120
5081,FES,QUARTIER B12,30120
5082,FES,QUARTIER B13,30120
