id,city_id
2585,26
2586,26
2587,26
2588,26
2589,26
2590,26
2591,26
2592,26
2593,26
2594,26
2595,26
2596,26
2597,26
2598,26
2599,26
2600,26
2601,26
2602,26
2603,26
2604,26
2605,26
2606,26
2607,26
2608,26
2609,26
2610,26
2611,26
2612,26
2613,26
2614,26
2615,26
2616,26
2617,26
2618,26
2619,26
2620,26
2621,26
2622,26
2623,26
2624,26
2625,26
2626,26
2627,26
2628,26
2629,26
2630,26
2631,26
2632,26
2633,26
2634,26
2635,26
2636,26
2637,26
2638,26
2639,26
2640,26
2641,32
2642,32
2643,32
2644,32
2645,32
2646,32
2647,32
2648,32
2649,32
2650,32
2651,32
2652,32
2653,32
2654,32
2655,32
2656,32
2657,32
2658,32
2659,32
2660,32
2661,32
2662,32
2663,32
2664,32
2665,32
2666,32
2667,32
2668,32
2669,32
2670,32
2671,32
2672,32
2673,32
2674,32
2675,32
2676,32
2677,32
2678,32
2679,32
2680,32
2681,32
2682,32
2683,32
2684,32
2685,32
2686,32
2687,32
2688,32
2689,32
2690,32
2691,32
2692,32
2693,32
2694,32
2695,32
2696,32
2697,32
2698,32
2699,32
2700,32
2701,32
2702,32
2703,32
2704,32
2705,32
2706,32
2707,32
2708,32
2709,32
2710,32
2711,32
2712,32
2713,32
2714,32
2715,32
2716,32
2717,32
2718,32
2719,32
2720,32
2721,32
2722,32
2723,32
2724,32
2725,32
2726,32
2727,32
2728,32
2729,32
2730,32
2731,32
2732,32
2733,32
2734,32
2735,32
2736,32
2737,32
2738,32
2739,32
2740,32
2741,32
2742,32
2743,32
2744,32
2745,32
2746,32
2747,32
2748,32
2749,32
2750,32
2751,32
2752,32
2753,32
2754,32
2755,32
2756,32
2757,32
2758,32
2759,32
2760,32
2761,32
2762,32
2763,32
2764,32
2765,32
2766,32
2767,32
2768,32
2769,32
2770,32
2771,32
2772,32
2773,32
2774,32
2775,32
2776,32
2777,32
2778,32
2779,32
2780,32
2781,32
2782,32
2783,32
2784,32
2785,32
2786,32
2787,32
2788,32
2789,32
2790,32
2791,32
2792,32
2793,32
2794,32
2795,32
2796,32
2797,32
2798,32
2799,32
2800,32
2801,32
2802,32
2803,32
2804,32
2805,32
2806,32
2807,32
2808,32
2809,32
2810,32
2811,32
2812,32
2813,32
2814,32
2815,32
2816,32
2817,32
2818,32
2819,32
2820,32
2821,32
2822,32
2823,32
2824,32
2825,32
2826,32
2827,32
2828,32
2829,32
2830,32
2831,32
2832,32
2833,32
2834,32
2835,32
2836,32
2837,32
2838,32
2839,32
2840,32
2841,32
2842,32
2843,32
2844,32
2845,32
2846,32
2847,32
2848,32
2849,32
2850,32
2851,32
2852,32
2853,32
2854,32
2855,32
2856,32
2857,32
2858,32
2859,32
2860,32
2861,32
2862,32
2863,32
2864,32
2865,32
2866,32
2867,32
2868,32
2869,32
2870,32
2871,32
2872,32
2873,32
2874,32
2875,32
2876,32
2877,32
2878,32
2879,32
2880,32
2881,32
2882,32
2883,32
2884,32
2885,32
2886,32
2887,32
2888,32
2889,32
2890,32
2891,32
2892,32
2893,32
2894,32
2895,32
2896,32
2897,32
2898,32
2899,32
2900,32
2901,32
2902,32
2903,32
2904,32
2905,32
2906,32
2907,32
2908,32
2909,32
2910,32
2911,32
2912,32
2913,32
2914,32
2915,32
2916,32
2917,32
2918,32
2919,32
2920,32
2921,32
2922,32
2923,32
2924,32
2925,32
2926,32
2927,32
2928,32
2929,32
2930,32
2931,32
2932,32
2933,32
2934,32
2935,32
2936,32
2937,32
2938,32
2939,32
2940,32
2941,32
2942,32
2943,32
2944,32
2945,32
2946,32
2947,32
2948,32
2949,32
2950,32
2951,32
2952,32
2953,32
2954,32
2955,32
2956,32
2957,12
2958,12
2959,12
2960,12
2961,12
2962,12
2963,12
2964,12
2965,12
2966,12
2967,12
2968,12
2969,12
2970,12
2971,12
2972,12
2973,12
2974,12
2975,12
2976,12
2977,12
2978,12
2979,12
2980,12
2981,12
2982,12
2983,12
2984,12
2985,12
2986,12
2987,12
2988,12
2989,12
2990,12
2991,12
2992,12
2993,12
2994,12
2995,12
2996,12
2997,12
2998,12
2999,12
3000,12
3001,12
3002,12
3003,12
3004,12
3005,12
3006,12
3007,12
3008,12
3009,12
3010,12
3011,12
3012,12
3013,12
3014,12
3015,12
3016,12
3017,12
3018,12
3019,12
3020,12
3021,12
3022,12
3023,12
3024,12
3025,12
3026,12
3027,12
3028,12
3029,12
3030,12
3031,12
3032,12
3033,12
3034,12
3035,12
3036,12
3037,12
3038,12
3039,12
3040,12
3041,12
3042,12
3043,12
3044,12
3045,12
3046,12
3047,12
3048,12
3049,12
3050,12
3051,12
3052,12
3053,12
3054,12
3055,12
3056,12
3057,12
3058,12
3059,12
3060,12
3061,12
3062,12
3063,12
3064,12
3065,12
3066,12
3067,12
3068,12
3069,12
3070,12
3071,12
3072,12
3073,12
3074,12
3075,12
3076,12
3077,12
3078,12
3079,12
3080,12
3081,12
3082,12
3083,12
3084,12
3085,12
3086,12
3087,12
3088,12
3089,12
3090,12
3091,12
3092,12
3093,12
3094,12
3095,12
3096,12
3097,12
3098,12
3099,12
3100,12
3101,12
3102,12
3103,12
3104,12
3105,12
3106,12
3107,12
3108,12
3109,12
3110,12
3111,12
3112,12
3113,12
3114,12
3115,12
3116,12
3117,12
3118,12
3119,12
3120,12
3121,12
3122,12
3123,12
3124,12
3125,12
3126,12
3127,12
3128,12
3129,13
3130,13
3131,13
3132,13
3133,13
3134,13
3135,13
3136,13
3137,13
3138,13
3139,13
3140,13
3141,13
3142,13
3143,13
3144,13
3145,13
3146,13
3147,13
3148,13
3149,13
3150,13
3151,13
3152,13
3153,13
3154,13
3155,13
3156,13
3157,13
3158,13
3159,13
3160,13
3161,13
3162,13
3163,13
3164,13
3165,13
3166,13
3167,13
3168,13
3169,13
3170,13
3171,13
3172,13
3173,13
3174,13
3175,13
3176,13
3177,13
3178,13
3179,13
3180,13
3181,13
3182,13
3183,13
3184,13
3185,13
3186,13
3187,13
3188,13
3189,13
3190,13
3191,13
3192,13
3193,13
3194,13
3195,13
3196,13
3197,13
3198,13
3199,13
3200,13
3201,13
3202,13
3203,13
3204,13
3205,13
3206,13
3207,13
3208,13
3209,13
3210,13
3211,13
3212,29
3213,29
3214,29
3215,29
3216,29
3217,29
3218,29
3219,29
3220,29
3221,29
3222,29
3223,29
3224,29
3225,29
3226,29
3227,29
3228,29
3229,29
3230,29
3231,29
3232,29
3233,29
3234,29
3235,29
3236,29
3237,29
3238,29
3239,29
3240,29
3241,29
3242,29
3243,29
3244,29
3245,29
3246,29
3247,29
3248,29
3249,29
3250,29
3251,29
3252,29
3253,29
3254,29
3255,29
3256,29
3257,29
3258,29
3259,29
3260,29
3261,29
3262,29
3263,29
3264,29
3265,29
3266,29
3267,29
3268,29
3269,29
3270,29
3271,29
3272,29
3273,29
3274,29
3275,29
3276,29
3277,29
3278,29
3279,29
3280,29
3281,29
3282,29
3283,29
3284,29
3285,29
3286,6
3287,6
3288,6
3289,6
3290,6
3291,6
3292,6
3293,6
3294,6
3295,6
3296,6
3297,6
3298,6
3299,6
3300,6
3301,6
3302,6
3303,6
3304,6
3305,6
3306,6
3307,6
3308,6
3309,6
3310,6
3311,6
3312,6
3313,6
3314,6
3315,6
3316,6
3317,6
3318,6
3319,6
3320,6
3321,6
3322,6
3323,6
3324,6
3325,6
3326,6
3327,6
3328,6
3329,6
3330,6
3331,6
3332,6
3333,6
3334,6
3335,6
3336,6
3337,6
3338,6
3339,6
3340,6
3341,6
3342,6
3343,6
3344,6
3345,6
3346,6
3347,6
3348,6
3349,6
3350,6
3351,6
3352,6
3353,6
3354,6
3355,6
3356,6
3357,6
3358,6
3359,6
3360,6
3361,6
3362,6
3363,6
3364,6
3365,6
3366,6
3367,6
3368,6
3369,6
3370,6
3371,6
3372,6
3373,6
3374,6
3375,6
3376,6
3377,6
3378,6
3379,6
3380,6
3381,6
3382,6
3383,6
3384,6
3385,6
3386,6
3387,6
3388,6
3389,6
3390,6
3391,6
3392,6
3393,6
3394,6
3395,6
3396,6
3397,6
3398,6
3399,6
3400,6
3401,6
3402,6
3403,6
3404,6
3405,6
3406,6
3407,6
3408,6
3409,6
3410,6
3411,6
3412,6
3413,6
3414,6
3415,6
3416,6
3417,6
3418,6
3419,6
3420,6
3421,6
3422,6
3423,6
3424,6
3425,6
3426,6
3427,6
3428,6
3429,6
3430,6
3431,6
3432,6
3433,6
3434,6
3435,6
3436,6
3437,6
3438,6
3439,6
3440,6
3441,6
3442,6
3443,6
3444,6
3445,6
3446,6
3447,6
3448,6
3449,6
3450,6
3451,6
3452,6
3453,6
3454,6
3455,6
3456,6
3457,6
3458,6
3459,6
3460,6
3461,6
3462,6
3463,6
3464,6
3465,6
3466,6
3467,6
3468,6
3469,6
3470,6
3471,6
3472,6
3473,6
3474,6
3475,6
3476,6
3477,6
3478,6
3479,6
3480,6
3481,6
3482,6
3483,6
3484,6
3485,6
3486,6
3487,6
3488,6
3489,6
3490,6
3491,6
3492,6
3493,6
3494,6
3495,6
3496,6
3497,6
3498,6
3499,6
3500,6
3501,6
3502,6
3503,6
3504,6
3505,6
3506,6
3507,6
3508,6
3509,6
3510,6
3511,6
3512,6
3513,6
3514,6
3515,6
3516,6
3517,6
3518,6
3519,6
3520,6
3521,6
3522,6
3523,6
3524,6
3525,6
3526,6
3527,6
3528,6
3529,6
3530,6
3531,6
3532,6
3533,6
3534,6
3535,6
3536,6
3537,6
3538,6
3539,6
3540,6
3541,6
3542,6
3543,6
3544,6
3545,6
3546,6
3547,6
3548,6
3549,6
3550,6
3551,6
3552,6
3553,6
3554,6
3555,6
3556,6
3557,6
3558,6
3559,6
3560,6
3561,6
3562,6
3563,6
3564,6
3565,6
3566,6
3567,6
3568,6
3569,6
3570,6
3571,6
3572,6
3573,6
3574,6
3575,6
3576,6
3577,6
3578,6
3579,6
3580,6
3581,6
3582,6
3583,6
3584,6
3585,6
3586,6
3587,6
3588,6
3589,6
3590,6
3591,6
3592,6
3593,6
3594,6
3595,6
3596,6
3597,6
3598,6
3599,6
3600,6
3601,6
3602,6
3603,6
3604,6
3605,6
3606,6
3607,6
3608,6
3609,6
3610,6
3611,6
3612,6
3613,6
3614,6
3615,6
3616,6
3617,6
3618,6
3619,6
3620,6
3621,6
3622,6
3623,6
3624,6
3625,6
3626,6
3627,6
3628,6
3629,6
3630,6
3631,6
3632,6
3633,6
3634,6
3635,6
3636,6
3637,6
3638,6
3639,6
3640,6
3641,6
3642,6
3643,6
3644,6
3645,6
3646,6
3647,6
3648,6
3649,6
3650,6
3651,6
3652,6
3653,6
3654,6
3655,6
3656,6
3657,6
3658,6
3659,6
3660,6
3661,6
3662,6
3663,6
3664,6
3665,6
3666,6
3667,6
3668,6
3669,6
3670,6
3671,6
3672,6
3673,6
3674,6
3675,6
3676,6
3677,6
3678,6
3679,6
3680,6
3681,6
3682,6
3683,6
3684,6
3685,6
3686,6
3687,6
3688,6
3689,6
3690,6
3691,6
3692,6
3693,6
3694,6
3695,6
3696,6
3697,6
3698,6
3699,6
3700,6
3701,6
3702,6
3703,6
3704,6
3705,6
3706,6
3707,6
3708,6
3709,6
3710,6
3711,6
3712,6
3713,6
3714,6
3715,6
3716,6
3717,6
3718,6
3719,6
3720,6
3721,6
3722,6
3723,6
3724,6
3725,6
3726,6
3727,6
3728,6
3729,6
3730,6
3731,6
3732,6
3733,6
3734,6
3735,6
3736,6
3737,6
3738,6
3739,6
3740,6
3741,6
3742,6
3743,6
3744,6
3745,6
3746,6
3747,6
3748,6
3749,6
3750,6
3751,6
3752,6
3753,6
3754,6
3755,6
3756,6
3757,6
3758,6
3759,6
3760,6
3761,6
3762,6
3763,6
3764,6
3765,6
3766,6
3767,6
3768,6
3769,6
3770,6
3771,6
3772,6
3773,6
3774,6
3775,6
3776,6
3777,6
3778,6
3779,6
3780,6
3781,6
3782,6
3783,6
3784,6
3785,6
3786,6
3787,6
3788,6
3789,6
3790,6
3791,6
3792,6
3793,6
3794,6
3795,6
3796,6
3797,6
3798,6
3799,6
3800,6
3801,6
3802,6
3803,6
3804,6
3805,6
3806,6
3807,6
3808,6
3809,6
3810,6
3811,6
3812,6
3813,6
3814,6
3815,6
3816,6
3817,6
3818,6
3819,6
3820,6
3821,6
3822,6
3823,6
3824,6
3825,6
3826,6
3827,6
3828,6
3829,6
3830,6
3831,6
3832,6
3833,6
3834,6
3835,6
3836,6
3837,6
3838,6
3839,6
3840,6
3841,6
3842,6
3843,6
3844,6
3845,6
3846,6
3847,6
3848,6
3849,6
3850,6
3851,6
3852,6
3853,6
3854,6
3855,6
3856,6
3857,6
3858,6
3859,6
3860,6
3861,6
3862,6
3863,6
3864,6
3865,6
3866,6
3867,6
3868,6
3869,6
3870,6
3871,6
3872,6
3873,6
3874,6
3875,6
3876,6
3877,6
3878,6
3879,6
3880,6
3881,6
3882,6
3883,6
3884,6
3885,6
3886,6
3887,6
3888,6
3889,6
3890,6
3891,6
3892,6
3893,6
3894,6
3895,6
3896,6
3897,6
3898,6
3899,6
3900,6
3901,6
3902,6
3903,6
3904,6
3905,6
3906,6
3907,6
3908,6
3909,6
3910,6
3911,6
3912,6
3913,6
3914,6
3915,6
3916,6
3917,6
3918,6
3919,6
3920,6
3921,6
3922,6
3923,6
3924,6
3925,6
3926,6
3927,6
3928,6
3929,6
3930,6
3931,6
3932,6
3933,6
3934,6
3935,6
3936,6
3937,6
3938,6
3939,6
3940,6
3941,6
3942,6
3943,6
3944,6
3945,6
3946,6
3947,6
3948,6
3949,6
3950,6
3951,6
3952,6
3953,6
3954,6
3955,6
3956,6
3957,6
3958,6
3959,6
3960,6
3961,6
3962,6
3963,6
3964,6
3965,6
3966,6
3967,6
3968,6
3969,6
3970,6
3971,6
3972,6
3973,6
3974,6
3975,6
3976,6
3977,6
3978,6
3979,6
3980,6
3981,6
3982,6
3983,6
3984,6
3985,6
3986,6
3987,6
3988,6
3989,6
3990,6
3991,6
3992,6
3993,6
3994,6
3995,6
3996,6
3997,6
3998,6
3999,6
4000,6
4001,6
4002,6
4003,6
4004,6
4005,6
4006,6
4007,6
4008,6
4009,6
4010,6
4011,6
4012,6
4013,6
4014,6
4015,6
4016,6
4017,6
4018,6
4019,6
4020,6
4021,6
4022,6
4023,6
4024,6
4025,6
4026,6
4027,6
4028,6
4029,6
4030,6
4031,6
4032,6
4033,6
4034,6
4035,6
4036,6
4037,6
4038,6
4039,6
4040,6
4041,6
4042,6
4043,6
4044,6
4045,6
4046,6
4047,6
4048,6
4049,6
4050,6
4051,6
4052,6
4053,6
4054,6
4055,6
4056,6
4057,6
4058,6
4059,6
4060,6
4061,6
4062,6
4063,6
4064,6
4065,6
4066,6
4067,6
4068,6
4069,6
4070,6
4071,6
4072,6
4073,6
4074,6
4075,6
4076,6
4077,6
4078,6
4079,6
4080,6
4081,6
4082,6
4083,6
4084,6
4085,6
4086,6
4087,6
4088,6
4089,6
4090,6
4091,6
4092,6
4093,6
4094,6
4095,6
4096,6
4097,6
4098,6
4099,6
4100,6
4101,6
4102,6
4103,6
4104,6
4105,6
4106,6
4107,6
4108,6
4109,6
4110,6
4111,6
4112,6
4113,6
4114,6
4115,6
4116,6
4117,6
4118,6
4119,6
4120,6
4121,6
4122,6
4123,6
4124,6
4125,6
4126,6
4127,6
4128,6
4129,6
4130,6
4131,6
4132,6
4133,6
4134,6
4135,6
4136,6
4137,6
4138,6
4139,6
4140,6
4141,6
4142,6
4143,6
4144,6
4145,6
4146,6
4147,6
4148,6
4149,6
4150,6
4151,6
4152,6
4153,6
4154,6
4155,6
4156,6
4157,6
4158,6
4159,6
4160,6
4161,6
4162,6
4163,6
4164,6
4165,6
4166,6
4167,6
4168,6
4169,6
4170,6
4171,6
4172,6
4173,6
4174,6
4175,6
4176,6
4177,6
4178,6
4179,6
4180,6
4181,6
4182,6
4183,6
4184,6
4185,6
4186,6
4187,6
4188,6
4189,6
4190,6
4191,6
4192,6
4193,6
4194,6
4195,6
4196,6
4197,6
4198,6
4199,6
4200,6
4201,6
4202,6
4203,6
4204,6
4205,6
4206,6
4207,6
4208,6
4209,6
4210,6
4211,6
4212,6
4213,6
4214,6
4215,6
4216,6
4217,6
4218,6
4219,6
4220,6
4221,6
4222,6
4223,6
4224,6
4225,6
4226,6
4227,6
4228,6
4229,6
4230,6
4231,6
4232,6
4233,6
4234,6
4235,6
4236,6
4237,6
4238,6
4239,6
4240,6
4241,6
4242,6
4243,6
4244,6
4245,6
4246,6
4247,6
4248,6
4249,6
4250,6
4251,6
4252,6
4253,6
4254,6
4255,6
4256,6
4257,6
4258,6
4259,6
4260,6
4261,6
4262,6
4263,6
4264,6
4265,6
4266,6
4267,6
4268,6
4269,6
4270,6
4271,6
4272,6
4273,6
4274,6
4275,6
4276,6
4277,6
4278,6
4279,6
4280,6
4281,6
4282,6
4283,6
4284,6
4285,6
4286,6
4287,6
4288,6
4289,6
4290,6
4291,6
4292,6
4293,6
4294,6
4295,6
4296,6
4297,6
4298,6
4299,6
4300,6
4301,6
4302,6
4303,6
4304,6
4305,6
4306,6
4307,6
4308,6
4309,6
4310,6
4311,6
4312,6
4313,6
4314,6
4315,6
4316,6
4317,6
4318,6
4319,6
4320,6
4321,6
4322,6
4323,6
4324,6
4325,6
4326,6
4327,6
4328,6
4329,6
4330,6
4331,6
4332,6
4333,6
4334,6
4335,6
4336,6
4337,6
4338,6
4339,6
4340,6
4341,6
4342,6
4343,6
4344,6
4345,6
4346,6
4347,6
4348,6
4349,6
4350,6
4351,6
4352,6
4353,6
4354,6
4355,6
4356,6
4357,6
4358,6
4359,6
4360,6
4361,6
4362,6
4363,6
4364,6
4365,6
4366,6
4367,6
4368,6
4369,6
4370,6
4371,6
4372,6
4373,6
4374,6
4375,6
4376,6
4377,6
4378,6
4379,6
4380,6
4381,6
4382,6
4383,6
4384,6
4385,6
4386,6
4387,6
4388,6
4389,6
4390,6
4391,6
4392,6
4393,6
4394,6
4395,6
4396,6
4397,6
4398,6
4399,6
4400,6
4401,6
4402,6
4403,6
4404,6
4405,6
4406,6
4407,6
4408,6
4409,6
4410,6
4411,6
4412,6
4413,6
4414,6
4415,6
4416,6
4417,6
4418,6
4419,6
4420,6
4421,6
4422,6
4423,6
4424,6
4425,6
4426,6
4427,6
4428,6
4429,6
4430,6
4431,6
4432,6
4433,6
4434,6
4435,6
4436,6
4437,6
4438,6
4439,6
4440,6
4441,6
4442,6
4443,6
4444,6
4445,6
4446,6
4447,6
4448,6
4449,6
4450,6
4451,6
4452,6
4453,6
4454,6
4455,6
4456,6
4457,6
4458,6
4459,6
4460,6
4461,6
4462,6
4463,6
4464,6
4465,6
4466,6
4467,6
4468,6
4469,6
4470,6
4471,6
4472,6
4473,6
4474,6
4475,6
4476,6
4477,6
4478,6
4479,6
4480,6
4481,6
4482,6
4483,6
4484,6
4485,6
4486,6
4487,6
4488,6
4489,6
4490,6
4491,6
4492,6
4493,6
4494,6
4495,6
4496,6
4497,6
4498,6
4499,6
4500,6
4501,6
4502,6
4503,6
4504,6
4505,6
4506,6
4507,6
4508,6
4509,6
4510,6
4511,6
4512,6
4513,6
4514,6
4515,6
4516,6
4517,6
4518,6
4519,6
4520,6
4521,6
4522,6
4523,6
4524,6
4525,6
4526,6
4527,6
4528,6
4529,6
4530,6
4531,6
4532,6
4533,6
4534,6
4535,6
4536,6
4537,6
4538,6
4539,6
4540,6
4541,6
4542,6
4543,6
4544,6
4545,6
4546,6
4547,6
4548,6
4549,6
4550,6
4551,6
4552,6
4553,6
4554,6
4555,6
4556,6
4557,6
4558,6
4559,6
4560,6
4561,6
4562,6
4563,6
4564,6
4565,6
4566,6
4567,6
4568,6
4569,6
4570,6
4571,6
4572,6
4573,6
4574,6
4575,6
4576,6
4577,6
4578,6
4579,6
4580,6
4581,6
4582,6
4583,6
4584,6
4585,6
4586,6
4587,6
4588,6
4589,6
4590,6
4591,6
4592,6
4593,6
4594,6
4595,6
4596,6
4597,6
4598,6
4599,6
4600,6
4601,6
4602,6
4603,6
4604,6
4605,6
4606,6
4607,6
4608,6
4609,6
4610,6
4611,6
4612,6
4613,6
4614,6
4615,6
4616,6
4617,6
4618,6
4619,6
4620,6
4621,6
4622,6
4623,6
4624,6
4625,6
4626,6
4627,6
4628,6
4629,6
4630,6
4631,6
4632,6
4633,6
4634,6
4635,6
4636,6
4637,6
4638,6
4639,6
4640,6
4641,6
4642,6
4643,6
4644,6
4645,6
4646,6
4647,6
4648,6
4649,6
4650,6
4651,6
4652,6
4653,6
4654,6
4655,6
4656,6
4657,6
4658,6
4659,6
4660,6
4661,6
4662,6
4663,6
4664,6
4665,6
4666,6
4667,6
4668,6
4669,6
4670,6
4671,6
4672,6
4673,6
4674,6
4675,6
4676,6
4677,6
4678,6
4679,6
4680,6
4681,6
4682,6
4683,6
4684,6
4685,6
4686,6
4687,6
4688,6
4689,6
4690,6
4691,6
4692,6
4693,6
4694,6
4695,6
4696,6
4697,6
4698,6
4699,6
4700,6
4701,6
4702,6
4703,6
4704,6
4705,6
4706,6
4707,6
4708,6
4709,6
4710,6
4711,6
4712,6
4713,6
4714,6
4715,6
4716,6
4717,6
4718,6
4719,6
4720,6
4721,6
4722,6
4723,6
4724,6
4725,6
4726,6
4727,6
4728,6
4729,6
4730,6
4731,6
4732,6
4733,6
4734,6
4735,6
4736,6
4737,6
4738,6
4739,6
4740,6
4741,6
4742,6
4743,6
4744,6
4745,6
4746,6
4747,6
4748,6
4749,6
4750,6
4751,6
4752,6
4753,6
4754,6
4755,6
4756,6
4757,6
4758,6
4759,6
4760,6
4761,6
4762,6
4763,6
4764,6
4765,6
4766,6
4767,6
4768,6
4769,6
4770,6
4771,6
4772,6
4773,6
4774,6
4775,6
4776,6
4777,6
4778,6
4779,6
4780,6
4781,6
4782,6
4783,6
4784,6
4785,6
4786,6
4787,6
4788,6
4789,6
4790,6
4791,6
4792,6
4793,6
4794,6
4795,6
4796,6
